# Format:          CSEMData_1.0
# Description:     Data file generated at 08-May-2020 09:58:03
Source Type:         HED
     1        2      31        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      32        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      32        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      32        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      32        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      32        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      32        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      33        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      33        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      33        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      33        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      33        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      33        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      34        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      34        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      34        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      34        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      34        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      34        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      35        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      35        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      35        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      35        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      35        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      35        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      36        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      36        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      36        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      36        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      36        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      36        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      37        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      37        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      37        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      37        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      37        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      37        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      38        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      38        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      38        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      38        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      38        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      38        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      39        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      39        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      39        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      39        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      39        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      39        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      40        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      40        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      40        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      40        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      40        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      40        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      41        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      41        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      41        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      41        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      41        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      41        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      42        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      42        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      42        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      42        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      42        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      42        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      43        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      43        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      43        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      43        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      43        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      43        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      44        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      44        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      44        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      44        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      44        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      44        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      45        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      45        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      45        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      45        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      45        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      45        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      46        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      46        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      46        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      46        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      46        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      46        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      47        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      47        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      47        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      47        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      47        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      47        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      48        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      48        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      48        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      48        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      48        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      48        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      49        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      49        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      49        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      49        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      49        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      49        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      50        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      50        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      50        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      50        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      50        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      50        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      51        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      51        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      51        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      51        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      51        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      51        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      52        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      52        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      52        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      52        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      52        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      52        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      53        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      53        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      53        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      53        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      53        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      53        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      54        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      54        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      54        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      54        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      54        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      54        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      55        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      55        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      55        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      55        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      55        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      55        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      56        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      56        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      56        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      56        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      56        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      56        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      57        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      57        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      57        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      57        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      57        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      57        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      58        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      58        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      58        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      58        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      58        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      58        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      59        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      59        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      59        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      59        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      59        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      59        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      60        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      60        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      60        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      60        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      60        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      60        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      61        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      61        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      61        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      61        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      61        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      61        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      62        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      62        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      62        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      62        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      62        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      62        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      63        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      63        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      63        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      63        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      63        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      63        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      64        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      64        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      64        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      64        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      64        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      64        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      65        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      65        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      65        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      65        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      65        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      65        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      66        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      66        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      66        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      66        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      66        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      66        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      67        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      67        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      67        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      67        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      67        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      67        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      68        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      68        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      68        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      68        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      68        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      68        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      69        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      69        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      69        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      69        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      69        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      69        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      70        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      70        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      70        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      70        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      70        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      70        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      71        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      71        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      71        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      71        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      71        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      71        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      72        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      72        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      72        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      72        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      72        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      72        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      73        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      73        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      73        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      73        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      73        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      73        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      74        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      74        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      74        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      74        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      74        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      74        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      75        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      75        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      75        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      75        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      75        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      75        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      76        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      76        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      76        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      76        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      76        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      76        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      77        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      77        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      77        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      77        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      77        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      77        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      78        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      78        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      78        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      78        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      78        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      78        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      79        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      79        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      79        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      79        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      79        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      79        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      80        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      80        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      80        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      80        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      80        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      80        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      81        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      81        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      81        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      81        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      81        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      81        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      82        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      82        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      82        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      82        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      82        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      82        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      83        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      83        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      83        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      83        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      83        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      83        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      84        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      84        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      84        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      84        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      84        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      84        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      85        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      85        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      85        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      85        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      85        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      85        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      86        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      86        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      86        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      86        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      86        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      86        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      87        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      87        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      87        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      87        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      87        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      87        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      88        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      88        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      88        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      88        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      88        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      88        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      89        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      89        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      89        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      89        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      89        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      89        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      90        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      90        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      90        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      90        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      90        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      90        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      91        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      91        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      91        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      91        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      91        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      91        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      92        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      92        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      92        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      92        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      92        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      92        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      93        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      93        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      93        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      93        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      93        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      93        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      94        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      94        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      94        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      94        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      94        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      94        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      95        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      95        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      95        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      95        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      95        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      95        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      96        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      96        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      96        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      96        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      96        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      96        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      97        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      97        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      97        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      97        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      97        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      97        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      98        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      98        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      98        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      98        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      98        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      98        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      99        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      99        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      99        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      99        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      99        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      99        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2     100        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2     100        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2     100        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2     100        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2     100        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2     100        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2     101        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2     101        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2     101        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2     101        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2     101        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2     101        6    1.000000e+00    1.000000e+00    2.000000e-02
